pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,AOMI_promptBkgdKeys.rt,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,infirm,pulpit,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/oblige_TT_3X.mp4,mystic,oblige,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914.6029382000006,3921.1108993999997,None, pulpit,"['p', 'u', 'l', 'p', 'i', 't', 'return']","[0.859396599998945, 1.059469199999512, 1.2913688999997248, 1.5154662999993889, 1.691714200000206, 1.8353705999998056, 2.29976809999971]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,legion,subdue,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/feudal_touch_edited.mp4,matron,feudal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3924.4477419000004,3943.9474542,None, subdue,"['s', 'u', 'b', 'd', 'u', 'e', 'return']","[0.7823688999997103, 0.9183324000005086, 1.1183823000010307, 1.2943945000006352, 1.4231524000006175, 1.5185135000010632, 1.8303070000001753]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,revolt,virile,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/joiner_TT_3X.mp4,apathy,joiner,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3946.8182208000007,3953.3268553999997,None, virile,"['v', 'r', 'backspace', 'i', 'r', 'i', 'l', 'e', 'return']","[0.8928706999995484, 1.1411511999995128, 1.5803324000007706, 2.0685386000004655, 2.4765581999999995, 2.5895994000002247, 2.756882300000143, 2.8765786999992997, 3.4209659000007377]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,matrix,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/hinder_TT_3X.mp4,breach,hinder,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3957.7787713000007,3964.2874681000003,None, matrix,"['m', 'a', 't', 'r', 'i', 'x', 'return']","[0.588578900000357, 0.6922324999995908, 0.9245484000002762, 1.3639886999990267, 1.8839318999998795, 2.180073199999242, 2.3162950000005367]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967.6397014999993,3974.1474713,None, jackal,"['j', 'a', 'c', 'k', 'a', 'l', 'return']","[0.5912528999997448, 0.7349400999992213, 0.958887799999502, 1.0627509000005375, 1.207325100000162, 1.4236796999994112, 1.7989479000007123]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,sonnet,confer,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/innate_TT_3X.mp4,tamper,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976.9849748000006,3983.4926088,None, confer,"['c', 'o', 'n', 'f', 'e', 'r', 'return']","[1.086110500000359, 1.198404599999776, 1.4070190000002185, 1.5340064000010898, 1.7261723999999958, 1.8779609000011988, 1.9982639999998355]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3986.5291666000003,3993.0366389,None, neural,"['n', 'e', 'u', 'r', 'a', 'l', 'return']","[0.7738435999999638, 0.9252763999993476, 1.0691619999997783, 1.213296599999012, 1.381103499999881, 1.5095423999991908, 1.9256776000001992]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,pursue,debtor,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/output_touch_edited.mp4,uphold,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995.991140700001,4015.4914048,None, debtor,"['d', 'e', 'b', 't', 'o', 'r', 'return']","[0.5435226999998122, 0.7353325000003679, 0.9114466999999422, 1.247460399999909, 1.39949549999983, 1.5195170000006328, 2.040378800000326]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,strife,tariff,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/delude_TT_3X.mp4,galley,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018.5612725,4025.0692386,None, tariff,"['t', 'a', 'r', 'i', 'f', 'f', 'return']","[0.868949400000929, 1.0609734999998182, 1.1968768000006094, 1.357465000000957, 1.6533957999999984, 1.8057919000002585, 1.9896937000012258]",,,,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['5'],[7.009614799999326],,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[6.890038100000311],,,,,,,,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,quarry,covert,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/patent_TT_3X.mp4,defame,patent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,['p'],"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.6376266999996005, 0.7417468000003282, 0.9980677999992622, 1.1819199999990815, 1.3736840999990818, 1.5018113999994966, 2.3655901000001904]",,,,,,,,,,,,,,,,,,,,,None,[0.9672632000001613],None, patent,"['a', 't', 'e', 'n', 'backspace', 'backspace', 'backspace', 'backspace', 'p', 'a', 't', 'e', 'n', 't', 'return']","[0.11956910000117205, 0.43991380000079516, 0.6559171999997488, 0.8076249000005191, 1.3039602999997442, 1.496494700000767, 1.6557408000007854, 1.8235125000010157, 2.7600287000004755, 3.207774900000004, 3.512238299999808, 3.663490799999636, 3.799465100000816, 3.9609343000010995, 4.799481500000184]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,ascend,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/metric_TT_3X.mp4,eatery,metric,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, metric,"['m', 'e', 't', 'r', 'i', 'c', 'return']","[0.7649385000004258, 1.4685157999992953, 1.6209092999997665, 1.9248384999991686, 2.05288660000042, 2.2208147999990615, 2.78852150000057]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,pursue,debtor,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/output_touch_edited.mp4,uphold,output,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,18,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.8570122000000993, 1.0317986999998539, 1.6241441000001942, 2.463754299998982, 2.856493399998726, 2.959846199999447, 3.279744600000413]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,brazen,piston,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/caviar_touch_edited.mp4,shrill,caviar,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,20,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[0.49308170000040263, 0.636730100000932, 0.8926561000007496, 1.0686987999997655, 1.2528621000001294, 1.7247225000010076, 2.141089800001282]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,satire,cortex,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/induce_touch_edited.mp4,mussel,induce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,21,,,,,,,,,,,,,,,"['i', 'n']",,,,,,,,,,,,,,,,,,,,,,,,"[0.26773489999868616, 0.46754039999905217]",None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[1.1806601999996928, 1.3405655000005936, 1.5326511000002938, 1.6770285999991756, 1.804904999999053, 1.9247027999990678, 2.3164794000003894]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,sherry,jackal,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/hamlet_TT_3X.mp4,shroud,hamlet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.8919773999987228, 1.0442942999998195, 1.2294542999989062, 1.380304399999659, 1.531982099999368, 1.6762127999991208, 1.9318335999996634]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,novice,parcel,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/primal_TT_3X.mp4,entail,primal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.806042800000796, 1.0532743000003393, 1.1898022000004858, 1.3812979000013001, 1.4930960000001505, 1.6292848000011873, 2.1171556000008422]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,manure,picket,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/parish_touch_edited.mp4,gullet,parish,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,28,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'return']","[0.7340411000004678, 0.9017715000009048, 1.094126600000891, 1.2627719000010984, 1.3657270000003336, 1.5176938000004156, 1.9103162000010343]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,sonnet,confer,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/innate_TT_3X.mp4,tamper,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,12,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, innate,"['i', 'n', 'n', 'a', 't', 'e', 'return']","[0.8042414999999892, 1.0520415999999386, 1.2041293999991467, 1.309018100000685, 1.5087493999999424, 1.6203150999990612, 1.9162718000006862]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,parole,solemn,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/befall_TT_3X.mp4,ration,befall,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, befall,"['b', 'e', 'f', 'a', 'l', 'l', 'return']","[1.221973399999115, 1.357908199999656, 1.8623232999998436, 1.9657197999986238, 2.173938399999315, 2.3264760000001843, 2.621903299999758]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,goblet,botany,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/trench_touch_edited.mp4,ethnic,trench,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,27,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, trench,"['t', 'r', 'e', 'n', 'c', 'h', 'return']","[0.5699345000011817, 0.7626142999997683, 1.010432099999889, 1.274065800000244, 1.4819528000007267, 1.6111951000002591, 2.4179263999994873]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,coerce,falter,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/tandem_touch_edited.mp4,origin,tandem,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,15,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, tandem,"['t', 'a', 'n', 'd', 'e', 'm', 'return']","[0.48316519999934826, 0.8187878999997338, 1.075044400000479, 1.4910022000003664, 1.8030252999997174, 1.9628284999998868, 2.4589066000007733]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,savant,cervix,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/cobble_touch_edited.mp4,export,cobble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,19,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.6804868999988685, 0.857044099999257, 1.0572925999986182, 1.2167314999987866, 1.3604610999991564, 1.5207739999987098, 1.8733997999988787]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,binder,forage,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/campus_touch_edited.mp4,allure,campus,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,29,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.7654215000002296, 1.0219715000002907, 1.3174425000015617, 2.765638200000467, 3.0057517000004736, 3.1734125000002678, 3.4932161000015185]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,infirm,pulpit,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/oblige_TT_3X.mp4,mystic,oblige,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,3,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'return']","[0.5618764000009833, 0.7541856000007101, 0.9378353000010975, 1.130157000001418, 1.7301986000002216, 1.8180990000000747, 1.9620930000000953]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,strife,tariff,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/delude_TT_3X.mp4,galley,delude,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,7,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.6276907999999821, 0.8190302000002703, 0.9718700000012177, 1.1399551000013162, 1.3070573000004515, 1.4510607000011078, 1.8434400000005553]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,impose,belfry,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/girdle_touch_edited.mp4,linear,girdle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,23,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.9192798000003677, 1.0555868999999802, 1.1757665000004636, 1.4153416000008292, 1.5351214000002074, 1.671618500000477, 1.8473642999997537]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,mirage,malady,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/shrewd_TT_3X.mp4,revoke,shrewd,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,6,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, sjrewd,"['s', 'j', 'r', 'e', 'w', 'd', 'return']","[1.7221011999990878, 1.8342123000002175, 2.0265667000003305, 2.1541006000006746, 2.3863626000002114, 2.5699160999993182, 3.010698300000513]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,potent,neural,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/septic_TT_3X.mp4,ordain,septic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,13,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, septic,"['s', 'p', 't', 'i', 'c', 'backspace', 'backspace', 'backspace', 'backspace', 'e', 'p', 't', 'i', 'c', 'return']","[1.3507793999997375, 1.528155300000435, 1.686779400000887, 1.879353700000138, 2.0471030000007886, 3.0547678000002634, 3.3193430000010267, 3.5670781999997416, 3.8709216000006563, 4.654700700000831, 4.8306062999999995, 5.327450200000385, 5.702971800001251, 6.110781000001225, 6.862779700000829]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,frugal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/oppose_TT_3X.mp4,ghetto,oppose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,2,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.6111923999997089, 0.986380199999985, 1.811161899999206, 2.2436946999987413, 2.4187781999989966, 2.5950784999986354, 2.9225084999998217]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,convoy,plasma,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/jailer_touch_edited.mp4,nettle,jailer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,16,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.5501898999991681, 0.7423542999986239, 1.11093129999972, 1.4299154999989696, 1.5659335999989707, 1.7661661000001914, 2.2379111999998713]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
,None,None,None,None,None,None,None,None,None,None,revolt,virile,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/joiner_TT_3X.mp4,apathy,joiner,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,5,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.5087055000003602, 0.7008617000010418, 0.9329823000007309, 1.1966781999999512, 1.3805806000000302, 2.3166680000013002, 3.1410800000012387]",,,7,001,F,2023_Feb_09_1320,student_TT_local,2021.1.4,59.829295054717065,
