pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contBkgdKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI_promptBkgdKeys.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,trench,fodder,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/subtle_TT_3X.mp4,ethnic,subtle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371.326357300044,3377.842901600059,None, fodder,"['d', 'o', 'backspace', 'backspace', 'f', 'o', 'f', 'equal', 'backspace', 'backspace', 'd', 'd', 'e', 'r', 'return']","[1.003303000004962, 1.2273080999730155, 1.4833500999957323, 1.6355417999438941, 1.8916535000316799, 2.2512649999698624, 2.459234399953857, 2.8273166000144556, 3.059736800030805, 3.2513332000235096, 3.411272899946198, 3.53133429994341, 3.7393141000065953, 3.827544100000523, 4.323638599948026]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383.2004282000707,3389.71648990002,None, manure,"['m', 'a', 'u', 'i', 'r', 'e', 'backspace', 'backspace', 'backspace', 'n', 'u', 'r', 'e', 'return']","[0.6822270000120625, 0.8506101000821218, 1.0422718001063913, 1.0504251000238582, 1.2342178000835702, 1.2824222000781447, 1.8505995000014082, 1.9865828000474721, 2.1302125001093373, 2.394166100071743, 2.498693300061859, 2.610701300087385, 2.6662140000844374, 3.08238760009408]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3393.844855100033,3400.361414700048,None, pursue,"['p', 'u', 'r', 's', 'u', 'r', 'e', 'backspace', 'backspace', 'backspace', 'r', 'e', 'backspace', 'backspace', 'u', 'e', 'return']","[0.7021768999984488, 0.9343308999668807, 1.1181195999961346, 1.373888299916871, 1.5022626999998465, 1.5900718999328092, 1.6543466999428347, 2.1581791999051347, 2.2939730999059975, 2.678215999971144, 3.1422564999666065, 3.238274100003764, 3.486700900015421, 3.6462168999714777, 4.358082499937154, 4.454213799908757, 4.670084399986081]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,jargon,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/botany_touch_edited.mp4,ghetto,botany,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483.874607100035,3503.391203000094,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[0.566749699995853, 0.7267083000624552, 0.9590963000664487, 1.3107272000052035, 1.4229262000881135, 1.5190806000027806, 1.9991680000675842]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,joiner,revolt,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/cortex_touch_edited.mp4,apathy,cortex,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506.4354202001123,3525.951217600028,None, revolt,"['r', 'e', 'v', 'o', 'l', 't', 'return']","[0.7365292999893427, 0.8164775000186637, 1.040768599952571, 1.1848482999484986, 1.3685557999415323, 1.4964936999604106, 1.7844806000357494]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,innate,critic,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/hippie_touch_edited.mp4,tamper,hippie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.7666104000527,3548.2822263001,None, critic,"['c', 't', 'backspace', 'r', 'i', 't', 'i', 'c', 'return']","[0.717150199925527, 1.045333500020206, 1.5572284000227228, 1.8051517999265343, 2.0290999999269843, 2.157443800009787, 2.2690754999639466, 2.4132044999860227, 3.42910499998834]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,hearth,sonnet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/kipper_touch_edited.mp4,herbal,kipper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552.7431369000115,3572.2582911000354,None, sonnet,"['s', 'o', 'n', 'n', 'e', 't', 'return']","[0.8764679000014439, 1.0926231999183074, 1.3007807999383658, 1.4450555999064818, 1.5728957999963313, 2.2125289998948574, 2.4685448999516666]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,tandem,potent,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/malady_TT_3X.mp4,origin,malady,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575.7627173000947,3582.277868000092,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[0.8569130001123995, 1.0170930000022054, 1.2169971000403166, 1.3690276000415906, 1.4973998001078144, 1.5929777000565082, 1.8249587001046166]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585.135211300105,3591.65184950002,None, coerce,"['c', 'o', 'e', 'r', 'c', 'e', 'return']","[0.7871632999740541, 0.9071176999714226, 1.0990094000007957, 1.1634004999650642, 1.395096700056456, 1.491200500051491, 1.6831133000086993]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,jailer,deduct,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/neural_TT_3X.mp4,nettle,neural,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594.3640709000174,3600.88011820009,None, deduct,"['d', 'e', 'd', 'u', 'c', 't', 'return']","[0.7914852999383584, 0.9434016000013798, 1.159310800023377, 1.4395109999459237, 1.5914005000377074, 1.7111486999783665, 2.0472913000267]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,delude,strife,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/debtor_touch_edited.mp4,galley,debtor,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3603.9667942000087,3623.4816110000247,None, strife,"['s', 't', 'r', 'i', 'f', 'e', 'return']","[0.8051613999996334, 1.0611811999697238, 1.1572923999046907, 1.3419436999829486, 1.5174165999051183, 1.669193199952133, 2.045269800000824]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,meddle,musket,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/solemn_TT_3X.mp4,divert,solemn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626.568297300022,3633.0848440000555,None, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[0.7054563999408856, 0.9054531999863684, 1.0253115999512374, 1.1135775999864563, 1.2492527000140399, 1.377468799939379, 1.8413785999873653]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.9631685001077,3655.478014200111,None, parole,"['p', 'a', 's', 'r', 'o', 'l', 'e', 'return']","[0.7772433999925852, 1.0647963000228629, 1.0729499999433756, 1.7128166999900714, 1.8248951999703422, 1.992828099988401, 2.081027499982156, 2.576846200041473]",,,,,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[6.261708999983966],,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[5.9130342999706045],,,,,,,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,parish,upkeep,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/tariff_TT_3X.mp4,gullet,tariff,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,28,,,,,,,,,,,,,,,,None,"['b', 'u', 'u', 'backspace', 't', 't', 'e', 'r', 'return']","[0.6842061000643298, 0.908173399977386, 1.0605306000215933, 1.6278802000451833, 1.8758724000072107, 2.003892600070685, 2.2366131000453606, 2.3080096000339836, 2.6918506000656635]",,,,,,,,,,,,,,,,,,,,,,None,None, tariff,"['t', 'a', 'r', 'i', 'f', 'f', 'return']","[0.48382139997556806, 0.9320450999075547, 1.2759705999633297, 1.5240809998940676, 1.7081661999691278, 1.8437983999028802, 2.428295799996704]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,clergy,coerce,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/obsess_TT_3X.mp4,portal,obsess,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, obsess,"['o', 'b', 's', 'e', 's', 's', 'return']","[0.5331113999709487, 0.8047525999136269, 0.988806499983184, 1.1886571999639273, 1.4048212999477983, 1.5329896999755874, 1.7008605999872088]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,shrewd,mirage,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/covert_touch_edited.mp4,revoke,covert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, covert,"['c', 'o', 'v', 'e', 'r', 't', 'return']","[0.7004106000531465, 0.8843090001028031, 1.0525822000345215, 1.30059830006212, 1.476346200099215, 1.6846571000060067, 1.9084566000383347]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,feudal,impose,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/subdue_TT_3X.mp4,matron,subdue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, subdue,"['s', 'u', 'b', 'd', 'u', 'e', 'return']","[0.894063499988988, 1.0780439999653026, 1.2858734999317676, 1.5018526999047026, 1.6305991999106482, 1.7578904000110924, 2.2141040000133216]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,girdle,manure,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/pulpit_TT_3X.mp4,linear,pulpit,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, pulpit,"['p', 'u', 'k', 'backspace', 'l', 'bracketleft', 'backspace', 'p', 'i', 't', 'return']","[0.7770600999938324, 1.0009297999786213, 1.2570169999962673, 1.7771911999443546, 2.1774257000070065, 2.345049099996686, 3.2330737999873236, 3.5209869999671355, 3.737113400013186, 3.9689798000035807, 4.1931911000283435]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,innate,critic,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/hippie_touch_edited.mp4,tamper,hippie,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, hippie,"['h', 'i', 'p', 'p', 'i', 'e', 'return']","[0.6337131001055241, 0.8417005001101643, 1.0257748001022264, 1.2096621000673622, 1.4664302000310272, 1.6577518000267446, 1.8897195000899956]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,trench,fodder,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/subtle_TT_3X.mp4,ethnic,subtle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, subtle,"['s', 'u', 'b', 't', 'l', 'semicolon', 'e', 'backspace', 'backspace', 'e', 'return']","[0.7789297999115661, 0.9790842999937013, 1.1470968999201432, 1.3629039999796078, 1.5548163999337703, 1.5629401999758556, 1.722949199960567, 2.2348936999915168, 2.3788783999625593, 2.842895600013435, 3.6270847999257967]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,oblige,infirm,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/cervix_touch_edited.mp4,mystic,cervix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,['c'],,,,,,,,,,,,,,,,,,,,,,,,,None, cervix,"['c', 'e', 'r', 'v', 'i', 'a', 's', 'backspace', 'x', 'return']","[0.5610238000517711, 0.8650576999643818, 1.0010523999808356, 1.361198400030844, 1.5211076999548823, 1.7136363999452442, 1.7210720999864861, 2.217394500039518, 2.865040499949828, 3.4653549999929965]",[0.7086721000960097],,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,induce,savant,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/plasma_TT_3X.mp4,mussel,plasma,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, plasma,"['p', 'l', 'a', 's', 'm', 'a', 'return']","[0.780604200088419, 0.9807705000275746, 1.2287856000475585, 1.4686111999908462, 1.62853330001235, 1.7569960000691935, 1.9655777000589296]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,befall,goblet,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/devise_touch_edited.mp4,ration,devise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, devise,"['d', 'e', 'v', 'i', 's', 'e', 'return']","[0.6796623000409454, 0.8636108000064269, 1.1036216000793502, 1.263645700062625, 1.4239341000793502, 1.6076406000647694, 1.791807100060396]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,oppose,jargon,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/botany_touch_edited.mp4,ghetto,botany,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, botany,"['b', 'o', 't', 'a', 's', 'n', 'y', 'backspace', 'backspace', 'backspace', 'n', 'y', 'return']","[0.8755141999572515, 1.0035801000194624, 1.2756205999758095, 1.475914299953729, 1.4835427000652999, 1.6196013999870047, 1.8039139000466093, 2.0675169000169262, 2.2679950000019744, 2.4117351999739185, 2.9156135000521317, 3.4277867999626324, 3.955697700032033]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,primal,novice,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/confer_touch_edited.mp4,entail,confer,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, confer,"['c', 'o', 'n', 'f', 'e', 'r', 'return']","[0.9556607999838889, 1.1151363999815658, 1.339630200061947, 1.507202300010249, 1.7231777000706643, 1.8271069000475109, 2.0352240999927744]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,meddle,musket,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/solemn_TT_3X.mp4,divert,solemn,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, solemn,"['s', 'o', 'o', 'l', 'e', 'm', 'backspace', 'backspace', 'backspace', 'backspace', 'l', 'e', 'm', 'n', 'return']","[0.7704417000059038, 0.8985802000388503, 1.098557599936612, 1.106693399953656, 1.2991566000273451, 1.506800499977544, 1.8266683999681845, 1.9867706999648362, 2.114465399994515, 2.4666769000468776, 2.802658800035715, 2.978480099933222, 3.1385508000385016, 3.2990607999963686, 3.8425639999331906]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,tandem,potent,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/malady_TT_3X.mp4,origin,malady,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, malady,"['m', 'a', 'l', 'a', 'd', 'y', 'return']","[0.7667717000003904, 0.9590421000029892, 1.0391097000101581, 1.183261299971491, 1.374811299960129, 1.5027687000110745, 2.0390628000022843]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,fungal,brazen,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/matrix_TT_3X.mp4,mucous,matrix,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, matrix,"['m', 'a', 't', 'r', 'i', 'x', 'return']","[0.5984095999738201, 0.7426567999646068, 0.9987248999532312, 1.0946409000316635, 1.311029399977997, 1.4544406000059098, 1.7184088999638334]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,caviar,pursue,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/piston_TT_3X.mp4,shrill,piston,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, piston,"['p', 'i', 's', 't', 'o', 'n', 'return']","[0.3944378000451252, 0.5944941000780091, 0.7708832001080737, 0.9864450000459328, 1.0904084000503644, 1.1703430000925437, 1.6585012000286952]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
,None,None,None,None,None,None,None,None,None,None,hamlet,parole,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/falter_touch_edited.mp4,shroud,falter,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, falter,"['f', 'a', 'l', 't', 'e', 'r', 'return']","[0.8212607000023127, 1.2056555999442935, 1.3494136999361217, 1.6452784000430256, 1.8212783000199124, 1.8851908999495208, 2.149333299952559]",,,,25,001,B,2023_Feb_15_1645,student_TT_local,2021.1.4,48.02273590514534,
