pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,pracBkgdKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,devise,warble,6.5,7.5,video&audio/mangle_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,mangle,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540.718370100018,4547.234901699936,None, warble,"['w', 'a', 'r', 'n', 'backspace', 'b', 'l', 'e', 'return']","[0.635491400025785, 0.8996913000009954, 1.1476056000683457, 1.2836401001550257, 1.6996057000942528, 1.8035951000638306, 1.979582600062713, 2.4120752001181245, 2.6355363000184298]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,obsess,fusion,19.5,20.5,video&audio/zephyr_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,zephyr,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550.904732000083,4570.420609500026,None, fusion,"['f', 'u', 's', 'i', 'o', 'n', 'return']","[0.7235065998975188, 0.9395657998975366, 1.059643399901688, 1.2037746000569314, 1.7477267999202013, 1.9637203000020236, 2.5477688000537455]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606.565463500097,4613.081637599971,None, mucous,"['m', 'u', 'c', 'i', 'backspace', 'o', 'u', 's', 'return']","[0.6218522000126541, 0.9177187001332641, 1.2057414001319557, 1.4297948000021279, 2.357742600142956, 2.6777898999862373, 2.9020258001983166, 3.0138130001723766, 3.1896548001095653]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,falter,origin,6.5,7.5,video&audio/tandem_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,tandem,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4617.314247000031,4623.830447300104,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[0.7610482000745833, 0.9532350001391023, 1.0250043000560254, 1.2173190000467002, 1.3050786000676453, 1.4812020000535995, 1.7369641000404954]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626.605420999927,4646.1196135999635,None, ghetto,"['g', 'h', 'e', 't', 't', 'o', 'return']","[0.9274021999444813, 1.0394743999931961, 1.1673606000840664, 1.407397300004959, 1.5275375000201166, 1.61536470009014, 2.071318299975246]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,jackal,shroud,19.5,20.5,video&audio/hamlet_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,hamlet,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4649.226811300032,4668.74199489993,None, shroud,"['s', 'h', 'r', 'o', 'u', 'd', 'return']","[1.1873012001160532, 1.4115263000130653, 1.5474051001947373, 1.8112721000798047, 2.1154466001316905, 2.2433762000873685, 2.451431800145656]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,forage,allure,6.5,7.5,video&audio/campus_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,campus,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672.223568600137,4678.741661400069,None, allure,"['a', 'l', 'l', 'u', 'r', 'e', 'return']","[0.6605080999433994, 0.9164269000757486, 1.0927041999530047, 1.332361799897626, 1.460390199907124, 1.6686819999013096, 2.0128303999081254]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing the same word you will need to type at various speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone typing different words to what you must type at various speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/afford_touch_edited.mp4,video&audio/amount_touch_edited.mp4,matrix,breach,19.5,20.5,video&audio/hinder_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,hinder,vanity,1 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4681.7850069999695,4701.300800499972,None, breach,"['b', 'r', 'e', 'a', 'd', 'c', 'h', 'backspace', 'backspace', 'c', 'h', 'return']","[0.8019830998964608, 0.94626190001145, 1.145815100055188, 1.3297898999881, 1.6260285000316799, 1.634168399963528, 1.665998199954629, 2.2182322000153363, 2.362266199896112, 2.521871800068766, 2.722055899910629, 3.1142982998862863]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,subdue,matron,6.5,7.5,video&audio/feudal_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,feudal,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4705.450086199911,4711.966396700125,None, matron,"['m', 'a', 't', 'r', 'o', 'n', 'return']","[0.6343837999738753, 0.7624389000702649, 1.026627500075847, 1.194807599997148, 1.4425876999739558, 1.6185810000170022, 1.9148395999800414]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,neural,ordain,19.5,20.5,video&audio/septic_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,septic,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4714.9075372000225,4734.421863100026,None, ordain,"['o', 'r', 'd', 'a', 'i', 'n', 'return']","[0.7954112999141216, 0.9556239999365062, 1.2112737998832017, 1.4040834999177605, 1.507396699860692, 1.6511580999940634, 1.9954879998695105]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,tariff,galley,19.5,20.5,video&audio/delude_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,delude,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4737.445315900026,4756.960925800027,None, galley,"['g', 'a', 'l', 'l', 'e', 'y', 'return']","[0.695579000050202, 0.927739700069651, 1.0716224999632686, 1.391825000056997, 1.6238496000878513, 1.7756387998815626, 2.1197267998941243]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,pulpit,mystic,19.5,20.5,video&audio/oblige_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,oblige,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.110009799944,4779.6251044000965,None, mystic,"['m', 'y', 's', 't', 'i', 'c', 'return']","[0.8627817998640239, 0.9674246998038143, 1.215204499894753, 1.4791778000071645, 1.6067515998147428, 1.7107686998788267, 1.9509141999296844]",,,,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['3'],[4.781253900146112],,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[4.1535396000836045],,,,,,,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,jackal,shroud,19.5,20.5,video&audio/hamlet_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,hamlet,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.6832607998512685, 0.8913235999643803, 1.0274636999238282, 1.1872580000199378, 1.355465600034222, 1.451238399837166, 1.6271593000274152]",,,,,,,,,,,,,,,,,,,,,,None,None, parole,"['p', 'a', 'r', 'l', 'e', 'return']","[0.6200836999341846, 0.7959919997956604, 1.0360979998949915, 1.3800682998262346, 1.532250399934128, 1.708143999800086]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,falter,origin,6.5,7.5,video&audio/tandem_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,tandem,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[0.6590706999413669, 0.8757855999283493, 1.3071383000351489, 1.482884099939838, 1.8671220999676734, 1.955231700092554, 2.2273186000529677]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,pulpit,mystic,19.5,20.5,video&audio/oblige_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,oblige,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, infirm,"['i', 'n', 'f', 'r', 'i', 'm', 'backspace', 'backspace', 'backspace', 'i', 'r', 'm', 'return']","[0.6743653998710215, 0.9380806998815387, 1.0421831000130624, 1.2182151998858899, 1.3305565000046045, 1.5306084998883307, 2.0424295000266284, 2.2104257999453694, 2.330606499919668, 2.834210699889809, 2.9383034000638872, 3.050301200011745, 3.562288200017065]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,cervix,export,6.5,7.5,video&audio/cobble_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,cobble,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,19,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, murmur,"['m', 'u', 'r', 'm', 'u', 'r', 'return']","[0.6895869001746178, 0.9055114001967013, 1.081935300026089, 1.233334000222385, 1.4575202001724392, 1.6256309000309557, 1.7533674000296742]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,tariff,galley,19.5,20.5,video&audio/delude_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,delude,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, strife,"['s', 'r', 'backspace', 't', 'r', 'i', 'e', 'backspace', 'f', 'e', 'return']","[0.6275573000311852, 0.8597275998909026, 1.27559749991633, 1.3958976999856532, 1.5800514998845756, 1.7077771998010576, 1.9156257000286132, 2.3476762999780476, 2.436031899880618, 2.835546299815178, 2.939590699970722]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,picket,gullet,6.5,7.5,video&audio/parish_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,parish,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, upkeep,"['u', 'p', 'k', 'e', 'e', 'p', 'return']","[0.7881959001533687, 1.2042658000718802, 1.4521604001056403, 1.5964744000229985, 1.7561188000254333, 2.0761715001426637, 2.388401900185272]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,subtle,mucous,6.5,7.5,video&audio/fungal_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fungal,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, brazen,"['b', 'r', 'a', 'z', 'n', 'e', 'backspace', 'backspace', 'e', 'return']","[0.5756341000087559, 0.7034928998909891, 1.1912817999254912, 1.4155560999643058, 1.583392299944535, 1.6875534998252988, 2.1115055999252945, 2.287434599827975, 2.4553219999652356, 3.0717120999470353]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,subdue,matron,6.5,7.5,video&audio/feudal_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,feudal,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,['delete'], impose,"['i', 'm', 'p', 'o', 'e', 'backspace', 's', 'e', 'return']","[0.7162286001257598, 1.0441560000181198, 1.2605038001202047, 1.4684258999768645, 1.8043544001411647, 2.116148700006306, 2.196279500145465, 2.420261099934578, 2.5322754001244903]",[0.1492318999953568],,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,cortex,mussel,6.5,7.5,video&audio/induce_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,induce,savant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, savant,"['s', 'a', 'v', 'a', 'n', 't', 'return']","[0.6112064998596907, 0.7951445998623967, 1.1474564999807626, 1.3472904998343438, 1.4678776999935508, 1.61926249996759, 1.7553391999099404]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,ghetto,19.5,20.5,video&audio/oppose_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,oppose,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[0.8562918999232352, 0.9923135000281036, 1.2640849000308663, 1.4877375001087785, 1.5917797998990864, 1.7521987999789417, 2.1519987999927253]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,piston,shrill,6.5,7.5,video&audio/caviar_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,caviar,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,20,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, pursue,"['p', 'i', 'backspace', 'u', 'r', 's', 'u', 'e', 'return']","[0.678023099899292, 0.9739153999835253, 1.3257933999411762, 1.8624734999611974, 2.8219117999542505, 3.0058563998900354, 3.2459603999741375, 3.3659155999775976, 3.518200800055638]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,eatery,19.5,20.5,video&audio/metric_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,metric,plight,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, plight,"['p', 'l', 'i', 'g', 'h', 't', 'return']","[0.8062575999647379, 1.022222900064662, 1.2382692000828683, 1.566241899970919, 1.7341553000733256, 1.9183982000686228, 2.0702402000315487]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,virile,apathy,19.5,20.5,video&audio/joiner_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,joiner,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, revolt,"['r', 'e', 'v', 'o', 'l', 't', 'return']","[0.6467583000194281, 0.8627866001334041, 1.0948556000366807, 1.207013500155881, 1.3828305001370609, 1.4549225000664592, 1.6313080000691116]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,malady,revoke,19.5,20.5,video&audio/shrewd_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,shrewd,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[0.8148928000591695, 1.038779600057751, 1.1828286000527442, 1.3668108999263495, 1.6230015000328422, 1.774827699875459, 1.918783500092104]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,debtor,uphold,6.5,7.5,video&audio/output_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,output,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, convoy,"['c', 'o', 'n', 'v', 'o', 'y', 'return']","[0.5493678001221269, 0.7254548999480903, 0.925289100036025, 1.3651360000949353, 1.4534495000261813, 1.6211202000267804, 1.7974611001554877]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,confer,tamper,19.5,20.5,video&audio/innate_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,innate,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[0.6372050999198109, 0.9008128000423312, 1.1328765000216663, 1.2527938999701291, 1.3415322999935597, 1.4689225000329316, 1.6288117999210954]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,botany,ethnic,6.5,7.5,video&audio/trench_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,trench,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, fodder,"['f', 'o', 'd', 'd', 'e', 'r', 'return']","[0.8718480998650193, 1.0395998999010772, 1.231506299925968, 1.3596367000136524, 1.5675388998351991, 1.735613799886778, 1.8474887998308986]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
,None,None,None,None,None,None,None,None,None,None,parcel,entail,19.5,20.5,video&audio/primal_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,primal,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, novice,"['n', 'o', 'v', 'i', 'c', 'e', 'return']","[0.7227187000680715, 0.9227607001084834, 1.146885900059715, 1.2105855999980122, 1.403173299971968, 1.6347064001020044, 1.7547412000130862]",,,,12,001,A,2023_Feb_22_1643,student_TT_local,2021.1.4,47.65524290414549,
