pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,pulpit,oblige,6.5,7.5,video&audio/mystic_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,mystic,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055.7313269000006,4062.2328578999986,None, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'return']","[0.2880390999998781, 0.40052339999965625, 0.8321627999976045, 0.9438042999972822, 1.1918187999981456, 1.3280635999981314, 1.5438261999988754]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,covert,patent,6.5,7.5,video&audio/defame_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,defame,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.833823500001,4071.350848899998,None, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[0.28976309999779915, 0.40961869999955525, 0.6980234999973618, 0.8578858000000764, 1.0417691000002378, 1.2419164999992063, 1.4497346999996807]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,forage,campus,19.5,20.5,video&audio/allure_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,allure,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073.833954599999,4093.347806900001,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.34780529999989085, 0.4518046000011964, 0.7558607000028132, 1.0837767000011809, 1.3717494000011357, 1.5238229999995383, 1.6599378000028082]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,ritual,clergy,19.5,20.5,video&audio/portal_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,portal,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.038150799999,4115.554093999999,None, clergy,"['c', 'l', 'e', 'r', 'g', 'y', 'return']","[0.6068252000004577, 0.7506744999991497, 1.0387526000013168, 1.5027574000014283, 1.8388851999989129, 1.9588280999996641, 2.1908045999989554]",,,,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2'],[4.849841999999626],,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[6.2380588999985775],,,,,,,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,piston,caviar,19.5,20.5,video&audio/shrill_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,shrill,brazen,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,20,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.5768282999997609, 0.6567136999983632, 0.9768245999985083, 1.1209802999983367, 1.744756199997937, 1.9047486999988905, 2.0408433999982662]",,,,,,,,,,,,,,,,,,,,,,None,None, brazen,"['b', 'r', 'a', 'z', 'e', 'n', 'b', 'backspace', 'return']","[0.3360575000006065, 0.4483758999995189, 0.6561165999992227, 1.0080478000018047, 1.256395700002031, 1.472066400001495, 1.480292799999006, 2.0320781000009447, 2.2403880000019853]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,parcel,primal,6.5,7.5,video&audio/entail_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,entail,novice,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, novice,"['n', 'o', 'v', 'i', 'c', 'e', 'return']","[0.4441158000008727, 0.5161766999990505, 1.08447619999788, 1.1403944000012416, 1.4682618000006187, 1.612860199998977, 1.7884424000003492]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,pulpit,oblige,6.5,7.5,video&audio/mystic_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,mystic,infirm,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, infirm,"['i', 'n', 'f', 'i', 'r', 'm', 'return']","[0.4003286000006483, 0.5122564000012062, 0.7685949000006076, 0.8728244000012637, 1.1282344999999623, 1.3044580000023416, 1.7122907000011764]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,jackal,hamlet,6.5,7.5,video&audio/shroud_TT_3X.mp4,video&audio/sentence4_TT_3X.mp4,shroud,sherry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,['return'], sherry,"['s', 'h', 'e', 'r', 'r', 'y', 'return']","[0.3481069000008574, 0.4440575999979046, 0.6683797000005143, 0.8841026999980386, 1.0440412999996624, 1.1322032999996736, 1.3801123999983247]",[0.16266230000110227],,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,devise,mangle,19.5,20.5,video&audio/warble_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,warble,fodder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,24,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, fodder,"['f', 'o', 'd', 'd', 'e', 'r', 'return']","[0.4282978000010189, 0.5084827999999106, 0.7244159000001673, 0.9322061999992002, 1.0604856999998447, 1.212265900001512, 1.3643808999986504]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,frugal,oppose,6.5,7.5,video&audio/ghetto_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,ghetto,jargon,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, jargon,"['j', 'a', 'r', 'g', 'o', 'n', 'return']","[0.3426461000017298, 0.4222605000031763, 0.654469600001903, 0.902393000000302, 1.0144582000029914, 1.190610800000286, 1.398337900001934]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,malady,shrewd,6.5,7.5,video&audio/revoke_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,revoke,mirage,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, mirage,"['m', 'i', 'r', 'a', 'g', 'e', 'return']","[0.34573870000167517, 0.40960810000251513, 0.7855349000019487, 0.9294852999992145, 1.169497800001409, 1.3297944000005373, 1.4414213000018208]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,tariff,delude,6.5,7.5,video&audio/galley_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,galley,strife,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, strife,"['s', 't', 'r', 'i', 'f', 'e', 'return']","[0.39767550000033225, 0.5016938999979175, 0.7655852999996569, 0.917657699999836, 1.1016158999991603, 1.2535846999999194, 1.4055424999969546]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,picket,parish,19.5,20.5,video&audio/gullet_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,gullet,manure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,28,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, manure,"['m', 'n', 'backspace', 'a', 'n', 'u', 'r', 'e', 'return']","[0.39452569999775733, 0.5063018000000739, 1.010204899997916, 1.2422115999979724, 1.4029778999974951, 1.6184102000006533, 1.7703757999988738, 1.882277199998498, 2.0263113000000885]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,plasma,jailer,19.5,20.5,video&audio/nettle_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,nettle,convoy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,16,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, convoy,"['c', 'o', 'n', 'v', 'o', 'y', 'return']","[0.4207120999999461, 0.5327582999998413, 0.7967969000019366, 1.2048872000013944, 1.3410794000010355, 1.6208831000003556, 1.789423700000043]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,subdue,feudal,19.5,20.5,video&audio/matron_touch_edited.mp4,video&audio/Sentence3_touch_edited.mp4,matron,legion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,26,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, legion,"['l', 'e', 'g', 'i', 'o', 'n', 'return']","[0.3757879000004323, 0.47977520000131335, 0.8320283000030031, 0.9277655000005325, 1.0080914000027406, 1.1599125000029744, 1.375809000001027]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing the same word you will need to type at various speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone typing different words to what you must type at various speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/afford_touch_edited.mp4,video&audio/amount_touch_edited.mp4,matrix,hinder,6.5,7.5,video&audio/breach_TT_3X.mp4,video&audio/sentence1_TT_3X.mp4,breach,vanity,1 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,0,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, vanity,"['v', 'a', 'n', 'i', 't', 'y', 'return']","[0.44610870000178693, 0.5578340000029129, 0.7979177000015625, 0.9018700000015087, 1.0860106000000087, 1.285908700003347, 1.382496700000047]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,kipper,meddle,19.5,20.5,video&audio/divert_touch_edited.mp4,video&audio/Sentence2_touch_edited.mp4,divert,upkeep,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,25,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, upkeep,"['u', 'p', 'k', 'e', 'e', 'p', 'return']","[0.34178629999951227, 0.4218141999990621, 0.9101797000002989, 1.165698999997403, 1.3337873999989824, 1.4859474999975646, 1.9258601000001363]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,botany,trench,19.5,20.5,video&audio/ethnic_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,ethnic,goblet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,27,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, goblet,"['g', 'o', 'b', 'l', 'e', 't', 'y', 'return']","[0.35396299999774783, 0.449799099998927, 0.7462235999992117, 1.0182752000000619, 1.169774599999073, 1.4577428999982658, 1.4738061999996717, 1.6499242999998387]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,neural,septic,6.5,7.5,video&audio/innate_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,ordain,potent,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,13,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, potent,"['p', 'o', 't', 'e', 'n', 't', 'return']","[0.38923740000245743, 0.4852734000014607, 0.6933003000012832, 0.8051577000005636, 0.9494986000026984, 1.0774029000021983, 1.2294338000028802]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,debtor,output,19.5,20.5,video&audio/uphold_touch_edited.mp4,video&audio/Sentence1_touch_edited.mp4,uphold,pursue,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,18,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, pursue,"['p', 'u', 'r', 's', 'u', 'e', 'return']","[0.33166549999805284, 0.4277383999979065, 0.6594360999988567, 0.9156928999982483, 1.0356648999986646, 1.3237012999998115, 1.4357315999986895]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,belfry,girdle,19.5,20.5,video&audio/linear_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,linear,impose,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,23,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, impose,"['i', 'm', 'p', 'o', 's', 'e', 'return']","[0.3667810000006284, 0.45452099999965867, 0.7664834999995946, 0.8785897000016121, 1.0544936000005691, 1.1825468000024557, 1.3983517000015127]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,falter,tandem,19.5,20.5,video&audio/origin_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,origin,coerce,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, coerce,"['c', 'o', 'e', 'r', 'c', 'e', 'return']","[0.3536988999985624, 0.4818457000001217, 1.0657895000003919, 1.1618209000007482, 1.473797700000432, 1.6021284999987984, 1.842225899999903]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,covert,patent,6.5,7.5,video&audio/defame_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,defame,quarry,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,11,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, quarry,"['q', 'u', 'a', 'r', 'r', 'y', 'return']","[0.4534848000002967, 0.533557099999598, 0.7736194999997679, 1.1414561000019603, 1.317508000000089, 1.445556900001975, 1.9734330999999656]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,subtle,fungal,19.5,20.5,video&audio/mucous_touch_edited.mp4,video&audio/Sentence5_touch_edited.mp4,mucous,musket,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, musket,"['m', 'u', 's', 'k', 'e', 't', 'return']","[0.3617904999991879, 0.4179383000009693, 0.6497935999977926, 0.9296375999983866, 1.0338009000006423, 1.2898222000003443, 1.43406259999756]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/butter_TT_3X.mp4,video&audio/amount_TT_3X.mp4,ascend,metric,6.5,7.5,video&audio/eatery_TT_3X.mp4,video&audio/sentence2_TT_3X.mp4,eatery,plight,2 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,1,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, p;ight,"['p', 'semicolon', 'i', 'g', 'h', 't', 'return']","[0.30717749999894295, 0.6111504000000423, 0.8351903999973729, 1.027494800000568, 1.1154802999990352, 1.275202900000295, 1.4352295999997295]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,hippie,hearth,6.5,7.5,video&audio/herbal_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,herbal,deduct,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, deduct,"['d', 'e', 'd', 'u', 'c', 't', 'return']","[0.29922650000298745, 0.37057260000074166, 0.786513200000627, 0.9232569000014337, 1.1228162000006705, 1.4105509000000893, 1.5626112000027206]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,cortex,induce,19.5,20.5,video&audio/mussel_touch_edited.mp4,video&audio/Sentence4_touch_edited.mp4,mussel,satire,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, satire,"['s', 'a', 't', 'i', 'r', 'e', 'return']","[0.3613913000008324, 0.49780870000176947, 0.7854928000015207, 0.9057693000031577, 1.0495286000004853, 1.1774378000009165, 1.4337298000027658]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,virile,joiner,6.5,7.5,video&audio/apathy_TT_3X.mp4,video&audio/sentence6_TT_3X.mp4,apathy,revolt,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,5,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, revolt,"['r', 'e', 'v', 'o', 'l', 't', 'return']","[0.36824260000139475, 0.4641531000015675, 0.9121139999988372, 0.9766152000011061, 1.1921376999998756, 1.3442084999987856, 1.472102100000484]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,solemn,befall,6.5,7.5,video&audio/ration_TT_3X.mp4,video&audio/sentence3_TT_3X.mp4,ration,parole,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,8,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, parole,"['p', 'a', 'r', 'o', 'l', 'e', 'return']","[0.2903745000003255, 0.3865154999984952, 0.6586547999977483, 0.7464295999998285, 0.9623754999993253, 1.1147676999971736, 1.2424668999992718]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,obsess,zephyr,6.5,7.5,video&audio/fusion_TT_3X.mp4,video&audio/sentence5_TT_3X.mp4,fusion,critic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,10,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, critic,"['c', 'r', 'i', 't', 'i', 'c', 'return']","[0.3933937000001606, 0.5289826000007452, 0.6811495000001742, 0.9290521000002627, 1.0410453000004054, 1.1930633000010857, 1.3452824000014516]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,ritual,clergy,19.5,20.5,video&audio/portal_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,portal,murmur,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, murmur,"['m', 'u', 'r', 'm', 'u', 'r', 'return']","[0.33610739999858197, 0.408441399998992, 0.5682473999986541, 0.7762914000013552, 0.9282628000000841, 1.0405471000012767, 1.344471500000509]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
,None,None,None,None,None,None,None,None,None,None,forage,campus,19.5,20.5,video&audio/allure_touch_edited.mp4,video&audio/Sentence6_touch_edited.mp4,allure,binder,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,29,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,None, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'return']","[0.35209110000141663, 0.4163802000002761, 0.58414300000004, 0.7604355000003125, 0.8881542000017362, 1.0804547000007005, 1.2244075999988127]",,,,21,001,E,2023_Feb_09_1520,student_TT_local,2021.1.4,48.5125094351209,
