pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1bkdgKeys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,cont_typedWord,contKeys.keys,contKeys.rt,contBkgdKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,AOMI_promptBkgdKeys.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.0276672,1933.5318345999985,None, hinder,"['h', 'i', 'n', 'd', 'e', 'r', 'return']","[0.6003736000020581, 0.7839950999987195, 0.9608092999988003, 1.081130900001881, 1.2407611000016914, 1.4004755999994813, 1.8169177999989188]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.3961273999994,1955.9148935999983,None, septiv,"['s', 'p', 'e', 't', 'i', 'c', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', 'e', 'p', 't', 'i', 'v', 'return']","[0.6478440999999293, 0.7829768000010517, 0.9107678000000305, 1.126720899999782, 1.2868023000009998, 1.3667810000006284, 2.1108109000015247, 2.2706598000004306, 2.390603600000759, 2.5270134000020334, 2.6628726000017195, 3.038824100000056, 3.1753002000004926, 3.366828700000042, 3.62264050000158, 3.7268253000002005, 4.023164700000052]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.9721800000007,1980.4849563999996,None, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.2603741999992053, 0.40418749999662396, 0.5164357999965432, 0.9643165999987104, 1.2365095999994082, 1.4366015999985393, 1.724679399998422]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.2395117999986,2002.7482952999999,['p'],patent,"['a', 't', 'backspace', 'backspace', 'backspace', 'p', 'a', 'r', 'backspace', 't', 'e', 'n', 't', 'pound', 'backspace', 'return']","[0.043600500001048204, 0.3788304000008793, 0.8356602999992901, 0.9470863999995345, 1.0747940000001108, 1.2991112999989127, 1.4427455000004556, 1.6988584999999148, 2.1873029000016686, 2.3626690000019153, 2.5467405000017607, 2.610879700001533, 2.7309767000006104, 3.115007100001094, 3.5627606000016385, 3.7874492000009923]",[20.45125890000054],,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.5754075000004,2027.094937599999,None, oppose,"['o', 'p', 'p', 'o', 's', 'backspace', 'backspace', 'o', 's', 'd', 'e', 'backspace', 'backspace', 'e', 'return']","[3.2523094000025594, 3.452434800001356, 3.588844199999585, 3.756964100000914, 3.972126100001333, 4.412047199999506, 4.587892200001079, 5.099898300002678, 5.253056199999264, 5.4040965999993205, 5.572474900000088, 5.859872900000482, 6.004115899999306, 6.107836300001509, 6.2527711000002455]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.3789786999987,2040.8941068999993,None, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.7745388000003004, 0.942519699998229, 1.0476037000007636, 1.2146444999998494, 1.3105384999980743, 1.4713907000004838, 1.7748759999994945]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043.6970522999982,2063.211860899999,None, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.8018684999988182, 1.0256645000008575, 1.2976610000005167, 1.5214194000000134, 1.7373899999984133, 2.009658999999374, 2.417799599999853]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.2367454999985,2085.746927,None, meddle,"['m', 'd', 'backspace', 'e', 'd', 'd', 'l', 'e', 'return']","[0.5577508000023954, 1.3579226000001654, 1.7902178000003914, 2.118141500002821, 2.2782863000029465, 2.437919800002419, 2.5099445000014384, 2.806340100003581, 3.110062400002789]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.896158899999,2096.4030477999986,None, induce,"['i', 'n', 'd', 'u', 'c', 'e', 'return']","[0.668213699998887, 0.8368941000007908, 0.9566135999994003, 1.0844274000010046, 1.180903299999045, 1.3648551000005682, 1.6765830000003916]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.117443299998,2105.6356364999992,None, mangle,"['n', 'backspace', 'm', 'a', 'n', 'g', 'l', 'e', 'return']","[0.43662419999964186, 0.860007700001006, 1.179948400000285, 1.2838823000020056, 1.4201023999994504, 1.7483285999987856, 2.0598973000014666, 2.1644751999992877, 2.5161937000011676]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109.1784664999977,2128.684206400001,None, delude,"['d', 'e', 'l', 'd', 'backspace', 'u', 'd', 'e', 'return']","[0.8826086000008218, 1.0585723000003782, 1.3464352000009967, 1.6661875999998301, 2.033788900000218, 2.3059266000018397, 2.4583010999995167, 2.578338800001802, 3.3778646000027948]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133.112054000001,2139.6172221999987,None, parish,"['p', 'a', 'r', 'i', 's', 'h', 'pound', 'backspace', 'return']","[0.8783378999978595, 1.0390856999983953, 1.2551003999979002, 1.4069830000007642, 1.6068478999986837, 1.8226732000002812, 2.166566799998691, 2.6465098000007856, 2.887338100001216]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.5510612,2150.0665407999986,None, tandem,"['t', 'a', 'n', 'd', 'e', 'm', 'return']","[0.7200264999992214, 0.9518318999980693, 1.0636326999992889, 1.8313941000014893, 2.023569500001031, 2.375515700001415, 2.7200862999998208]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.817667799998,2160.3332114000004,None, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.6960442000017792, 0.9118020000023535, 1.0634638000010455, 1.311706200001936, 1.552226800002245, 1.655526300000929, 2.0796182000012777]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2163.4599328999975,2169.970942,None, caviar,"['c', 'a', 'v', 'a', 'backspace', 'i', 'a', 'r', 'return']","[0.7549605999993219, 0.9468326999995043, 1.0586820999997144, 1.4340601999974751, 1.7548257999987982, 2.0106526999989, 2.1379972999966412, 2.3541686999997182, 2.8341679999975895]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.8475704999983,2193.357995999999,None, primal#,"['p', 'r', 'i', 'm', 'a', 'l', 'pound', 'return']","[0.7253018999981578, 0.941655599999649, 1.2697967999993125, 1.4452893999987282, 1.5651791999989655, 1.8296417999990808, 2.2291847999986203, 2.3977513999998337]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.7999179,2216.313432499999,None, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'pound', 'backspace', 'return']","[0.7708242000007886, 0.9707923000023584, 1.194112799999857, 1.546170699999493, 1.7142066000014893, 1.8504768999991938, 2.1944996000020183, 2.6426314000018465, 2.882478400002583]",,,,,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[2.9211900000009337],,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,,,,,,,,,,,,,,,,,,,,imageryCheckScale.png,"In the previous section did you imagine yourself typing?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1'],[3.2170470999990357],,,,,,,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,None,"['b', 'u', 't', 'e', 'r', 'backspace', 'backspace', 'e', 'r', 'backspace', 'backspace', 't', 'e', 'r', 'return']","[0.8955973000010999, 1.0955779000032635, 1.2241661000007298, 1.4074675000010757, 1.7041580000004615, 1.9519661000013002, 2.0719407000033243, 2.1918426000011095, 2.3353366000010283, 2.8795174000006227, 3.007920300002297, 3.39970220000032, 3.5837929000008444, 3.7601233000023058, 3.93643780000275]",,,,,,,,,,,,,,,,,,,,,,,None,None, entail,"['e', 'n', 't', 'a', 'i', 'l', 'return']","[0.560768300001655, 0.8886894999996002, 1.0805798000001232, 1.4970056999991357, 1.5931285000006028, 1.9764213000016753, 2.4004134999995586]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, portal,"['p', '9', 'p', 'o', 'r', 'backspace', 'backspace', 'backspace', 'o', 't', 'r', 'backspace', 'backspace', 'r', 't', 'a', 'l', 'return']","[0.6668435999999929, 0.8670667000005778, 0.8751293999994232, 1.0988207000009425, 1.4671778000010818, 1.819570300001942, 1.9473326000006637, 2.0753084999996645, 2.291430400000536, 2.5309464000019943, 2.995042000002286, 3.074943700001313, 3.2272143000009237, 3.394774399999733, 3.5948406999996223, 4.011903500002518, 4.299689400002535, 4.547092100001464]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, mystic,"['m', 'y', 's', 't', 'i', 'c', 'return']","[0.5982128999967244, 0.8772993999991741, 1.0292799999988347, 1.1654289999969478, 1.65415159999975, 1.8060240999984671, 2.325596599999699]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, herbal,"['h', 'e', 'r', 'b', 'a', 'l', 'return']","[0.4640002000014647, 0.6643724000023212, 0.8241855000014766, 0.9285004000012123, 1.2805403000020306, 1.6568553000033717, 2.2642052000010153]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, galley,"['f', 'l', 'a', 'backspace', 'backspace', 'backspace', 'g', 'a', 'l', 'l', 'e', 'y', 'return']","[0.44525679999787826, 0.7176029000002018, 0.9413069000001997, 1.638469499997882, 1.7735706999992544, 2.1973125000004075, 2.725989499998832, 2.9737160000004224, 3.6613080999995873, 3.797225599999365, 3.997987099999591, 4.261149599999044, 4.693230199998652]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, mussel,"['m', 'u', 'd', 'd', 'backspace', 'backspace', 's', 's', 'e', 'l', 'return']","[0.8411874000012176, 1.0417219000009936, 1.192828899998858, 1.368819800001802, 1.9609421000022849, 2.089095700001053, 2.184546500000579, 2.336626799999067, 2.528944900001079, 2.6971183999994537, 3.065510299999005]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, shroud,"['s', 'h', 'o', 'backspace', 'r', 'o', 'u', 'd', 'return']","[0.3543075999987195, 0.482660699999542, 1.082426699998905, 1.9300747999986925, 2.2902074999983597, 2.4025413999988814, 2.690126399997098, 2.9223076999987825, 3.3465300999996543]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,12,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, tamper,"['t', 'a', 'n', 'o', 'backspace', 'backspace', 'm', 'o', 'e', 'backspace', 'backspace', 'p', 'e', 'r', 'return']","[0.36539759999868693, 0.6291196999991371, 0.7332420999991882, 1.276883300000918, 1.6213666000003286, 1.7493919000007736, 2.012926300001709, 2.3489856000014697, 2.5013719000016863, 2.9252376000004006, 3.06087910000133, 3.4211022000017692, 3.565316399999574, 3.8048971999996866, 3.99685369999861]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,brazen,fungal,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/mucous_TT_3X.mp4,subtle,mucous,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,22,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, mucous,"['m', 'c', 'u', 'o', 'u', 's', 'backspace', 'backspace', 'backspace', 'backspace', 'u', 'c', 'o', 'u', 's', 'return']","[0.4948182000007364, 0.7345083000000159, 0.7429652999999234, 0.9346370000021125, 1.3516760999991675, 1.5988098999987415, 1.8787300000003597, 1.9507402999988699, 2.0951262999988103, 2.2225201000001107, 2.4946029000020644, 2.8067575999994006, 2.92684139999983, 3.111111099999107, 3.2391373999998905, 3.575198200000159]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,mirage,shrewd,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/revoke_touch_edited.mp4,malady,revoke,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, revoke,"['r', 'e', 'v', 'o', 'k', 'e', 'return']","[0.7167979999976524, 0.9967623999982607, 1.5251134999998612, 1.7971881999983452, 2.0846996000000217, 2.23675749999893, 2.6047238999999536]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,15,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,None, origin,"['o', 'r', 'i', 'g', 'i', 'n', 'return']","[1.106540099997801, 1.2104289999988396, 1.61037529999885, 1.7144483999982185, 1.8583536999976786, 2.04281699999774, 2.5229212999984156]",,,,23,001,D,2023_Feb_08_1648,student_TT_local,2021.1.4,61.25457954430141,
